1089312004899258371,2019-01-26 23:59:55,Twitter for iPhone,,,,158464744,BurtTalksSports,"b'North Andover, MA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,140,0,False,False,en,"b'RT @Patriots: No football tomorrow, but you can still see the #Patriots!\n\nHead to @GilletteStadium for our #SuperBowl Send-Off rally. \nDeta\xe2\x80\xa6'"
1089311983562833923,2019-01-26 23:59:49,Twitter for Android,,,,69425322,Raquel_Watson,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',True,0,0,False,False,en,"b""Welcome to Atlanta! \xf0\x9f\x8e\xa4\xf0\x9f\x8e\xb5\xf0\x9f\x8e\xbc\nWho's coming next weekend??\n#SuperBowlLIII #SuperBowl #ATL https://t.co/nGMmnjSkRr"""
1089311942823628801,2019-01-26 23:59:40,Twitter for iPhone,,,,633038109,KayDMusiQ,b'London',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,1065,0,False,False,en,"b'RT @Variety: Daniel Radcliffe says he\xe2\x80\x99s rooting for the Rams in the #SuperBowl and has a message for Tom Brady: ""Take that MAGA hat out you\xe2\x80\xa6'"
1089311834555871232,2019-01-26 23:59:14,Twitter for iPhone,,,,3659277737,MamaVoulas,b'Durham',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,0,0,False,False,en,b'Register today for a chance to win your #SuperBowl party #catered for 15 people. The first five people will take pa\xe2\x80\xa6 https://t.co/sZdjDE7riq'
1089311812569522176,2019-01-26 23:59:09,Twitter for iPhone,,,,238399877,_TrixieTang,b'on a whole another level',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,67,0,False,False,en,"b'RT @wsbtv: COMING HOME: A few years ago he was scoring touchdowns in DeKalb County. Now, @lightningstrk12 is headed to the Super Bowl!\n\nSTO\xe2\x80\xa6'"
1089311772924960773,2019-01-26 23:58:59,Twitter for Android,,,,2536244335,lkclaus,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,1,0,False,False,en,"b'RT @MajorCJefferson: @joncoopertweets @realDonaldTrump Again. It not a victory, it\xe2\x80\x99s not because of concern for unpaid government employees\xe2\x80\xa6'"
1089311727785672704,2019-01-26 23:58:48,Twitter for Android,,,,2613256399,johnnnyy12,"b'Fresno, CA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,310,0,False,False,en,"b""RT @AdamMKaufman: Let's say Tom Brady improves to 6-3 in his #SuperBowl career. Or, hell, falls to 5-4. I still don't understand how people\xe2\x80\xa6"""
1089311721393737733,2019-01-26 23:58:47,Twitter for Android,,,,1089308253895491584,TylerDzikowski,b'',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,0,0,False,False,en,b'Im ready kind of for the #Superbowl rams vs pats . im surprised.'
1089311641643241477,2019-01-26 23:58:28,Twitter for Android,,,,30567824,MsDebate,b'Traveling the U.S.',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,151,0,False,False,en,b'RT @TiffanyDCross: #DonaldTrump needed to change the narrative from his BFF #RogerStone getting indicted. AND don\xe2\x80\x99t think his billionaire @\xe2\x80\xa6'
1089311547447492613,2019-01-26 23:58:05,Twitter for iPhone,,,,1908492817,MrJeromeTrammel,"b'Atlanta, GA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,5,21,False,False,en,b'Super Bowl Festivities: Atlanta \n\n\xf0\x9f\x8f\x88 #SuperBowl #SuperBowl53 #SuperBowlLive https://t.co/i6rHMNLfRc'
1089311540270907392,2019-01-26 23:58:04,Twitter for iPhone,,,,1028022611324747776,PhoenixArielle,"b'Long Beach, CA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,151,0,False,False,en,b'RT @TiffanyDCross: #DonaldTrump needed to change the narrative from his BFF #RogerStone getting indicted. AND don\xe2\x80\x99t think his billionaire @\xe2\x80\xa6'
1089311537939050497,2019-01-26 23:58:03,Twitter for Android,,,,860707509983694848,_FantasySupreme,"b'Start,Today!'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,1,0,False,False,en,"b""RT @_FantasySupreme: I WIN Bitches and......you LOSE. Sorry.....But I'm REALLY sorry though. I hope you feel better.\xf0\x9f\x98\x8b Challenge me on ANY P\xe2\x80\xa6"""
1089311473749372928,2019-01-26 23:57:48,Twitter for Android,1089285411468238848,753321800,BostonSprtsNews,101098391,ladydog44,"b'Cultural Hill Folk, MA'",b'_noPCC_',b'_noPFN_',b'_noCoord_',False,0,7,False,False,en,b'@BostonSprtsNews @patsfan828 @kckittie13 @TurbanedPatriot @PGar58 @BruinsSandi @GillyWillyWoo25 @AnthonyCurtis68\xe2\x80\xa6 https://t.co/RhR3OKuPoT'
1089311465574711298,2019-01-26 23:57:46,TweetDeck,,,,259035071,RealAlexBarth,b'Boston \xe2\x86\x94\xef\xb8\x8f Foxboro',b'_noPCC_',b'_noPFN_',b'_noCoord_',False,7,0,False,False,en,"b""RT @PatriotsCLNS: It's almost time for another chapter of the heated New England-California sports rivalry\n\nAnd no, we don't mean the #Supe\xe2\x80\xa6"""
